Date,Open,High,Low,Close,Adj Close,Volume
2013-04-19,13.856071,14.271429,13.753571,13.947500,12.101384,609274400
2013-04-22,14.022857,14.364286,13.973929,14.238214,12.353619,429920400
2013-04-23,14.428214,14.585000,14.243214,14.504643,12.584785,664238400
2013-04-24,14.055000,14.830357,14.017857,14.480714,12.564024,969651200
2013-04-25,14.686786,14.783571,14.535714,14.585000,12.654504,384837600
2013-04-26,14.636071,14.956071,14.580357,14.900000,12.927811,764097600
2013-04-29,15.016071,15.486429,15.000000,15.361429,13.328163,640326400
2013-04-30,15.539286,15.901786,15.431071,15.813571,13.720458,691538400
2013-05-01,15.873571,15.890357,15.513929,15.688929,13.612314,506909200
2013-05-02,15.777857,16.021070,15.736786,15.911429,13.805367,421828400
2013-05-03,16.118214,16.186787,16.041071,16.070715,13.943567,361300800
2013-05-06,16.275356,16.507143,16.225357,16.453930,14.276061,496641600
2013-05-07,16.606071,16.633928,16.203571,16.380714,14.212533,483753200
2013-05-08,16.394285,16.620358,16.278929,16.565714,14.373051,472598000
2013-05-09,16.421785,16.535713,16.270714,16.313213,14.247659,398487600
2013-05-10,16.356071,16.418215,16.088572,16.177500,14.129127,334852000
2013-05-13,16.125357,16.353571,16.125000,16.240713,14.184333,316948800
2013-05-14,16.208929,16.257143,15.791071,15.852143,13.844966,447118000
2013-05-15,15.684286,15.750000,15.084286,15.316071,13.376766,741613600
2013-05-16,15.115714,15.637500,14.960714,15.520714,13.555499,603204000
2013-05-17,15.680357,15.717500,15.393214,15.473571,13.514326,427904400
2013-05-20,15.425357,15.921429,15.360714,15.818929,13.815954,451578400
2013-05-21,15.648214,15.910000,15.507143,15.702143,13.713958,456022000
2013-05-22,15.858929,16.012501,15.650714,15.762500,13.766673,443038400
2013-05-23,15.569643,15.934286,15.563929,15.790714,13.791315,353021200
2013-05-24,15.744643,15.916429,15.727143,15.898214,13.885201,276166800
2013-05-28,16.067858,16.111071,15.744643,15.765714,13.769480,386145200
2013-05-29,15.714286,15.982143,15.692857,15.891071,13.878963,330576400
2013-05-30,15.916071,16.232143,15.875357,16.127857,14.085770,353519600
2013-05-31,16.160713,16.325001,16.053572,16.061787,14.028064,384302800
2013-06-03,16.097500,16.155714,15.802857,16.097143,14.058946,372352400
2013-06-04,16.186428,16.229643,15.978214,16.046785,14.014959,292728800
2013-06-05,15.916071,16.097143,15.846786,15.896786,13.883951,290589600
2013-06-06,15.909643,15.964286,15.501786,15.659286,13.676526,416934000
2013-06-07,15.589286,15.830000,15.456071,15.778929,13.781018,404535600
2013-06-10,15.883214,16.038570,15.600000,15.674643,13.689939,450153200
2013-06-11,15.562143,15.812857,15.475714,15.628571,13.649702,286112400
2013-06-12,15.696429,15.758929,15.410714,15.435357,13.480951,265227200
2013-06-13,15.446429,15.612143,15.312500,15.570000,13.598549,285832400
2013-06-14,15.550000,15.581786,15.303571,15.358929,13.414202,271866000
2013-06-17,15.408571,15.560714,15.370000,15.428571,13.475024,259414400
