Date,Open,High,Low,Close,Adj Close,Volume
2020-02-28,64.315002,69.602501,64.092499,68.339996,67.314758,426510000
2020-03-02,70.570000,75.360001,69.430000,74.702499,73.581810,341397200
2020-03-03,75.917503,76.000000,71.449997,72.330002,71.244896,319475600
2020-03-04,74.110001,75.849998,73.282501,75.684998,74.549568,219178400
2020-03-05,73.879997,74.887497,72.852501,73.230003,72.131393,187572800
2020-03-06,70.500000,72.705002,70.307503,72.257500,71.173477,226176800
2020-03-09,65.937500,69.522499,65.750000,66.542503,65.544220,286744800
2020-03-10,69.285004,71.610001,67.342499,71.334999,70.264832,285290000
2020-03-11,69.347504,70.305000,67.964996,68.857498,67.824486,255598800
2020-03-12,63.985001,67.500000,62.000000,62.057499,61.126507,418474000
2020-03-13,66.222504,69.980003,63.237499,69.492500,68.449974,370732000
2020-03-16,60.487499,64.769997,60.000000,60.552502,59.644085,322423600
2020-03-17,61.877499,64.402496,59.599998,63.215000,62.266644,324056000
2020-03-18,59.942501,62.500000,59.279999,61.667500,60.742355,300233600
2020-03-19,61.847500,63.209999,60.652500,61.195000,60.276943,271857200
2020-03-20,61.794998,62.957500,57.000000,57.310001,56.450230,401693200
2020-03-23,57.020000,57.125000,53.152500,56.092499,55.250992,336752800
2020-03-24,59.090000,61.922501,58.575001,61.720001,60.794067,287531200
2020-03-25,62.687500,64.562500,61.075001,61.380001,60.459175,303602000
2020-03-26,61.630001,64.669998,61.590000,64.610001,63.640713,252087200
2020-03-27,63.187500,63.967499,61.762501,61.935001,61.005844,204216800
2020-03-30,62.685001,63.880001,62.349998,63.702499,62.746830,167976400
2020-03-31,63.900002,65.622498,63.000000,63.572498,62.618774,197002000
2020-04-01,61.625000,62.180000,59.782501,60.227501,59.323959,176218400
2020-04-02,60.084999,61.287498,59.224998,61.232498,60.313881,165934000
2020-04-03,60.700001,61.424999,59.742500,60.352501,59.447083,129880000
2020-04-06,62.724998,65.777496,62.345001,65.617500,64.633102,201820400
2020-04-07,67.699997,67.925003,64.750000,64.857498,63.884502,202887200
2020-04-08,65.684998,66.842499,65.307503,66.517502,65.519608,168895200
2020-04-09,67.175003,67.517502,66.175003,66.997498,65.992386,161834800
2020-04-13,67.077499,68.425003,66.457497,68.312500,67.287666,131022800
2020-04-14,70.000000,72.062500,69.512497,71.762497,70.685898,194994800
2020-04-15,70.599998,71.582497,70.157501,71.107498,70.040749,131154400
2020-04-16,71.845001,72.050003,70.587502,71.672501,70.597267,157125200
2020-04-17,71.172501,71.737503,69.214996,70.699997,69.639351,215250000
2020-04-20,69.487503,70.419998,69.212502,69.232498,68.193871,130015200
