Date,Open,High,Low,Close,Adj Close,Volume
2012-09-12,23.816071,23.924999,23.428572,23.921070,20.540756,712233200
2012-09-13,24.191786,24.482143,24.098928,24.392143,20.945261,598360000
2012-09-14,24.641430,24.892143,24.567499,24.688572,21.199806,600474000
2012-09-17,24.976786,24.992857,24.807501,24.992144,21.460476,398031200
2012-09-18,24.995714,25.083214,24.872143,25.068214,21.525799,373503200
2012-09-19,25.009287,25.142500,24.984644,25.075001,21.531624,326874800
2012-09-20,24.969999,25.002144,24.772142,24.953571,21.427355,336568400
2012-09-21,25.086071,25.181070,24.977142,25.003214,21.469984,571589200
2012-09-24,24.530714,24.825714,24.392857,24.671070,21.184774,639766400
2012-09-25,24.580713,24.742144,24.035713,24.055000,20.655767,518789600
2012-09-26,23.883572,24.024643,23.614286,23.756430,20.399391,576503200
2012-09-27,23.724644,24.363214,23.583929,24.332857,20.894360,594090000
2012-09-28,24.241072,24.325357,23.812500,23.825001,20.458263,535110800
2012-10-01,23.969999,24.169643,23.446428,23.549643,20.221823,543594800
2012-10-02,23.636070,23.798214,23.237499,23.618214,20.280697,627992400
2012-10-03,23.745001,23.995001,23.665358,23.980356,20.591673,424281200
2012-10-04,23.973213,24.080357,23.769644,23.814285,20.449057,370725600
2012-10-05,23.757143,23.785713,23.260000,23.306786,20.013283,594006000
2012-10-08,23.102858,23.127144,22.718214,22.791786,19.571053,637994000
