Date,Open,High,Low,Close,Adj Close,Volume
2017-11-15,42.492500,42.580002,42.095001,42.270000,40.317135,116632400
2017-11-16,42.794998,42.967499,42.575001,42.775002,40.798805,94550000
2017-11-17,42.759998,42.847500,42.410000,42.537498,40.572269,87598000
2017-11-20,42.572498,42.639999,42.389999,42.494999,40.531738,65049600
2017-11-21,42.695000,43.424999,42.695000,43.285000,41.285240,100525200
2017-11-22,43.340000,43.750000,43.262501,43.740002,41.719219,102355600
2017-11-24,43.775002,43.875000,43.662498,43.742500,41.721603,56106800
2017-11-27,43.762501,43.770000,43.334999,43.522499,41.511761,82867200
2017-11-28,43.575001,43.717499,42.965000,43.267502,41.268559,105715200
2017-11-29,43.157501,43.230000,41.790001,42.369999,40.412510,166665600
2017-11-30,42.607498,43.035000,42.110001,42.962502,40.977642,166108800
2017-12-01,42.487499,42.917500,42.125000,42.762501,40.786877,159037200
2017-12-04,43.119999,43.154999,42.407501,42.450001,40.488815,130169600
2017-12-05,42.264999,42.880001,42.099998,42.410000,40.450657,109400800
2017-12-06,41.875000,42.549999,41.615002,42.252499,40.300446,114240000
2017-12-07,42.257500,42.610001,42.227501,42.330002,40.374355,102693200
2017-12-08,42.622501,42.750000,42.205002,42.342499,40.386284,93420800
2017-12-11,42.299999,43.222500,42.197498,43.167500,41.173168,141095200
2017-12-12,43.037498,43.097500,42.865002,42.924999,40.941868,77636800
2017-12-13,43.125000,43.384998,43.000000,43.067501,41.077793,95273600
2017-12-14,43.099998,43.282501,42.912498,43.055000,41.065868,81906000
2017-12-15,43.407501,43.542500,43.115002,43.492500,41.483154,160677200
2017-12-18,43.720001,44.299999,43.715000,44.105000,42.067356,117684400
2017-12-19,43.757500,43.847500,43.522499,43.634998,41.619064,109745600
2017-12-20,43.717499,43.855000,43.312500,43.587502,41.573757,93902400
2017-12-21,43.542500,44.005001,43.525002,43.752499,41.731136,83799600
2017-12-22,43.669998,43.855000,43.625000,43.752499,41.731136,65397600
2017-12-26,42.700001,42.867500,42.419998,42.642502,40.672413,132742000
2017-12-27,42.525002,42.695000,42.427502,42.650002,40.679573,85992800
2017-12-28,42.750000,42.962502,42.619999,42.770000,40.794025,65920800
2017-12-29,42.630001,42.647499,42.305000,42.307499,40.352898,103999600
2018-01-02,42.540001,43.075001,42.314999,43.064999,41.075409,102223600
2018-01-03,43.132500,43.637501,42.990002,43.057499,41.068245,118071600
2018-01-04,43.134998,43.367500,43.020000,43.257500,41.259018,89738400
2018-01-05,43.360001,43.842499,43.262501,43.750000,41.728764,94640000
2018-01-08,43.587502,43.902500,43.482498,43.587502,41.573757,82271200
2018-01-09,43.637501,43.764999,43.352501,43.582500,41.569000,86336000
2018-01-10,43.290001,43.575001,43.250000,43.572498,41.559456,95839600
2018-01-11,43.647499,43.872501,43.622501,43.820000,41.795521,74670800
2018-01-12,44.044998,44.340000,43.912498,44.272499,42.227112,101672400
2018-01-16,44.474998,44.847500,44.035000,44.047501,42.012516,118263600
2018-01-17,44.037498,44.812500,43.767502,44.775002,42.706406,137547200
2018-01-18,44.842499,45.025002,44.562500,44.814999,42.744549,124773600
2018-01-19,44.652500,44.895000,44.352501,44.615002,42.553799,129700400
2018-01-22,44.325001,44.445000,44.150002,44.250000,42.205662,108434400
2018-01-23,44.325001,44.860001,44.205002,44.259998,42.215199,130756400
2018-01-24,44.312500,44.325001,43.299999,43.555000,41.542774,204420400
